Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  609122/1827391     mc_value_functiongetscriptfunction [51]
-----------------------------------------------
                0.00    0.00  609122/609122      mc_vm_pushframe [61]
[59]     0.0    0.00    0.00  609122         mc_framelist_set [59]
                0.00    0.00       3/4           mc_framelist_ensurecapacity [297]
-----------------------------------------------
                0.00    0.00       1/609122      mc_vm_runexecfunc [5]
                0.00    0.00  609121/609122      mc_function_execfunction [6]
[60]     0.0    0.00    0.00  609122         mc_vm_popframe [60]
                0.00    0.00  609122/1220082     mc_vm_setstackpos [52]
                0.00    0.00  609121/1218244     mc_framelist_get [53]
-----------------------------------------------
                0.00    0.00       1/609122      mc_function_execfunction [6]
                0.00    0.00  609121/609122      mc_vmdo_callobject [13]
[61]     0.0    0.00    0.00  609122         mc_vm_pushframe [61]
                0.00    0.00  609122/609122      mc_framelist_set [59]
                0.00    0.00  609122/1218244     mc_framelist_get [53]
                0.00    0.00  609122/1827391     mc_value_functiongetscriptfunction [51]
                0.00    0.00  609122/1220082     mc_vm_setstackpos [52]
-----------------------------------------------
                0.00    0.00  439374/439374      mc_vmdo_math [10]
[62]     0.0    0.00    0.00  439374         mc_mathutil_add [62]
-----------------------------------------------
                0.00    0.00  438888/438888      mc_vmdo_math [10]
[63]     0.0    0.00    0.00  438888         mc_mathutil_div [63]
-----------------------------------------------
                0.00    0.00  335517/335517      mc_vmdo_math [10]
[64]     0.0    0.00    0.00  335517         mc_mathutil_mult [64]
-----------------------------------------------
                0.00    0.00  114267/114267      mc_vmdo_docmpvalue [18]
[65]     0.0    0.00    0.00  114267         mc_value_compare [65]
                0.00    0.00  228534/2877829     mc_value_getnumber [48]
-----------------------------------------------
                0.00    0.00  114267/114267      mc_function_execfunction [6]
[66]     0.0    0.00    0.00  114267         mc_value_getbool [66]
                0.00    0.00  114267/2992096     mc_value_isnumber [47]
-----------------------------------------------
                0.00    0.00  114267/114267      mc_vmdo_docmpvalue [18]
[67]     0.0    0.00    0.00  114267         mc_vmdo_tryoverloadoperator [67]
-----------------------------------------------
                0.00    0.00   53734/53734       mc_vmdo_math [10]
[68]     0.0    0.00    0.00   53734         mc_mathutil_sub [68]
-----------------------------------------------
                0.00    0.00       1/3669        mc_valarray_getvalueat [395]
                0.00    0.00       8/3669        mc_vmdo_makefunction [26]
                0.00    0.00    1830/3669        mc_globalstore_getatindex [75]
                0.00    0.00    1830/3669        mc_function_execfunction [6]
[69]     0.0    0.00    0.00    3669         mc_vallist_getp [69]
-----------------------------------------------
                0.00    0.00       1/3297        mc_lexer_init [377]
                0.00    0.00       3/3297        mc_parser_parseliteralstring [320]
                0.00    0.00      29/3297        mc_value_makestring [195]
                0.00    0.00     116/3297        mc_ptrdict_setactual <cycle 2> [134]
                0.00    0.00     258/3297        mc_util_strdup [113]
                0.00    0.00     529/3297        mc_ptrdict_get [100]
                0.00    0.00    2361/3297        mc_lexer_lookupident [124]
[70]     0.0    0.00    0.00    3297         mc_util_strlen [70]
-----------------------------------------------
                0.00    0.00      14/1844        mc_valstring_gethash [254]
                0.00    0.00    1830/1844        mc_printer_printobjstring [76]
[71]     0.0    0.00    0.00    1844         mc_valstring_getdata [71]
                0.00    0.00    1844/1833274     mc_util_assert [50]
                0.00    0.00    1844/1844        mc_valstring_getdataintern [72]
-----------------------------------------------
                0.00    0.00    1844/1844        mc_valstring_getdata [71]
[72]     0.0    0.00    0.00    1844         mc_valstring_getdataintern [72]
                0.00    0.00    1844/1833274     mc_util_assert [50]
-----------------------------------------------
                0.00    0.00      14/1844        mc_valstring_gethash [254]
                0.00    0.00    1830/1844        mc_printer_printobjstring [76]
[73]     0.0    0.00    0.00    1844         mc_valstring_getlength [73]
                0.00    0.00    1844/1833274     mc_util_assert [50]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_vmdo_callobject [13]
[74]     0.0    0.00    0.00    1830         mc_callframe_getpos [74]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_function_execfunction [6]
[75]     0.0    0.00    0.00    1830         mc_globalstore_getatindex [75]
                0.00    0.00    1830/3669        mc_vallist_getp [69]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_printer_printvalue_actual [77]
[76]     0.0    0.00    0.00    1830         mc_printer_printobjstring [76]
                0.00    0.00    1830/1844        mc_valstring_getdata [71]
                0.00    0.00    1830/1844        mc_valstring_getlength [73]
                0.00    0.00    1830/1830        mc_printer_putlen [78]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_scriptfn_print [22]
[77]     0.0    0.00    0.00    1830         mc_printer_printvalue_actual [77]
                0.00    0.00    1830/1830        mc_printer_printobjstring [76]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_printer_printobjstring [76]
[78]     0.0    0.00    0.00    1830         mc_printer_putlen [78]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_vmdo_callobject [13]
[79]     0.0    0.00    0.00    1830         mc_vallist_pop [79]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_vm_callnativefunction [23]
[80]     0.0    0.00    0.00    1830         mc_value_functiongetnativefunction [80]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_function_execfunction [6]
[81]     0.0    0.00    0.00    1830         mc_vm_checkassign [81]
-----------------------------------------------
                0.00    0.00    1830/1830        mc_vmdo_callobject [13]
[82]     0.0    0.00    0.00    1830         mc_vm_haserrors [82]
-----------------------------------------------
                0.00    0.00       1/1757        mc_compiler_destroy [364]
                0.00    0.00       1/1757        mc_state_destroy [384]
                0.00    0.00       1/1757        mc_globalstore_destroy [374]
                0.00    0.00       2/1757        mc_framelist_destroy [370]
                0.00    0.00       2/1757        mc_printer_destroy [345]
                0.00    0.00       2/1757        mc_compiler_filescopedestroy [334]
                0.00    0.00       2/1757        mc_astparser_destroy [328]
                0.00    0.00       3/1757        mc_compiler_deinit [333]
                0.00    0.00       3/1757        mc_astifcase_destroy <cycle 1> [312]
                0.00    0.00       4/1757        mc_valdict_destroy [301]
                0.00    0.00      10/1757        mc_astcompscope_destroy [260]
                0.00    0.00      11/1757        mc_symtable_destroy [259]
                0.00    0.00      14/1757        mc_astcodeblock_destroy <cycle 1> [235]
                0.00    0.00      16/1757        mc_astfuncparam_destroy [236]
                0.00    0.00      17/1757        mc_astblockscope_destroy [230]
                0.00    0.00      18/1757        mc_vallist_destroy [276]
                0.00    0.00      20/1757        mc_valdict_deinit [300]
                0.00    0.00      22/1757        mc_basicarray_push [87]
                0.00    0.00      23/1757        mc_ptrdict_destroy [209]
                0.00    0.00      27/1757        mc_astcompresult_destroy [267]
                0.00    0.00      33/1757        mc_class_destroy [292]
                0.00    0.00      46/1757        mc_basicarray_deinit [157]
                0.00    0.00      46/1757        mc_basicarray_destroy [158]
                0.00    0.00      51/1757        mc_objectdata_deinit [142]
                0.00    0.00      64/1757        dyn_strbuf_destroy [185]
                0.00    0.00      93/1757        mc_compiledfile_destroy <cycle 1> [330]
                0.00    0.00      98/1757        mc_gcmemory_destroy [372]
                0.00    0.00     198/1757        mc_symbol_destroy [138]
                0.00    0.00     214/1757        mc_ptrdict_deinit [202]
                0.00    0.00     218/1757        mc_ptrlist_destroy <cycle 1> [133]
                0.00    0.00     241/1757        mc_astexpr_destroy <cycle 1> [110]
                0.00    0.00     256/1757        mc_astident_destroy [128]
[83]     0.0    0.00    0.00    1757         mc_memory_free [83]
-----------------------------------------------
                0.00    0.00       2/1714        mc_compiler_pushbreakip [340]
                0.00    0.00       2/1714        mc_compiler_popbreakip [338]
                0.00    0.00       2/1714        mc_compiler_pushcontinueip [341]
                0.00    0.00       2/1714        mc_compiler_popcontinueip [339]
                0.00    0.00       3/1714        mc_compiler_compilesource [32]
                0.00    0.00       4/1714        mc_compiler_deinit [333]
                0.00    0.00       9/1714        mc_compiler_getlastopcode [273]
                0.00    0.00      10/1714        mc_compiler_pushcompilationscope [264]
                0.00    0.00      10/1714        mc_compiler_popcompilationscope [262]
                0.00    0.00      44/1714        mc_compiler_compilestatement <cycle 3> [164]
                0.00    0.00     201/1714        mc_compiler_compileexpression <cycle 3> [163]
                0.00    0.00     244/1714        mc_compiler_emit [116]
                0.00    0.00     250/1714        mc_compiler_getbytecode [115]
                0.00    0.00     256/1714        mc_compiler_getip [114]
                0.00    0.00     675/1714        mc_compiler_getsrcpositions [96]
[84]     0.0    0.00    0.00    1714         mc_compiler_getcompilationscope [84]
-----------------------------------------------
                0.00    0.00       1/1680        mc_util_readhandle [393]
                0.00    0.00       1/1680        mc_state_make [24]
                0.00    0.00       6/1680        mc_class_make [27]
                0.00    0.00      27/1680        mc_class_addfunction [196]
                0.00    0.00      32/1680        dyn_strbuf_makefromptr [188]
                0.00    0.00    1613/1680        mc_allocator_malloc [86]
[85]     0.0    0.00    0.00    1680         mc_memory_malloc [85]
-----------------------------------------------
                0.00    0.00       1/1613        mc_framelist_make [371]
                0.00    0.00       1/1613        mc_framelist_ensurecapacity [297]
                0.00    0.00       1/1613        mc_compiler_make [37]
                0.00    0.00       1/1613        mc_astident_copy [356]
                0.00    0.00       1/1613        mc_gcmemory_make [373]
                0.00    0.00       1/1613        mc_globalstore_make [38]
                0.00    0.00       1/1613        mc_symtable_copy [391]
                0.00    0.00       1/1613        mc_astblockscope_copy [354]
                0.00    0.00       2/1613        mc_vallist_push [156]
                0.00    0.00       2/1613        mc_printer_make [347]
                0.00    0.00       2/1613        mc_compiler_filescopemake [335]
                0.00    0.00       2/1613        mc_compiledfile_make [331]
                0.00    0.00       2/1613        mc_astparser_make [329]
                0.00    0.00       3/1613        mc_compiler_compileexpression <cycle 3> [163]
                0.00    0.00       3/1613        mc_astifcase_make [313]
                0.00    0.00       3/1613        mc_parser_processandcopystring [321]
                0.00    0.00       4/1613        mc_valdict_makecapacity [303]
                0.00    0.00       5/1613        mc_vallist_ensurecapacity [277]
                0.00    0.00       7/1613        mc_ptrlist_ensurecapacity [289]
                0.00    0.00       9/1613        mc_vallist_make [29]
                0.00    0.00       9/1613        mc_astcompresult_make [268]
                0.00    0.00      10/1613        mc_astcompscope_make [261]
                0.00    0.00      10/1613        mc_symtable_make [266]
                0.00    0.00      14/1613        mc_astcodeblock_make [240]
                0.00    0.00      16/1613        mc_astfuncparam_make [237]
                0.00    0.00      16/1613        mc_astblockscope_make [234]
                0.00    0.00      20/1613        mc_valdict_init [302]
                0.00    0.00      22/1613        mc_basicarray_push [87]
                0.00    0.00      23/1613        mc_ptrdict_make [210]
                0.00    0.00      46/1613        mc_basicarray_makecapacity [160]
                0.00    0.00      46/1613        mc_basicarray_initcapacity [152]
                0.00    0.00      76/1613        mc_ptrlist_push [99]
                0.00    0.00      97/1613        mc_gcmemory_allocobjectdata [140]
                0.00    0.00      99/1613        mc_symbol_make [139]
                0.00    0.00     109/1613        mc_ptrlist_make [136]
                0.00    0.00     120/1613        mc_ptrdict_init [203]
                0.00    0.00     127/1613        mc_astident_make [129]
                0.00    0.00     230/1613        mc_astexpr_makeexpression [122]
                0.00    0.00     471/1613        mc_util_strndup [102]
[86]     0.0    0.00    0.00    1613         mc_allocator_malloc [86]
                0.00    0.00    1613/1680        mc_memory_malloc [85]
-----------------------------------------------
                0.00    0.00       1/1586        mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00       2/1586        mc_compiler_pushbreakip [340]
                0.00    0.00       2/1586        mc_compiler_pushcontinueip [341]
                0.00    0.00      44/1586        mc_compiler_compilestatement <cycle 3> [164]
                0.00    0.00     187/1586        mc_compiler_compileexpression <cycle 3> [163]
                0.00    0.00     675/1586        mc_compiler_gencode [117]
                0.00    0.00     675/1586        mc_compiler_emit [116]
[87]     0.0    0.00    0.00    1586         mc_basicarray_push [87]
                0.00    0.00      22/1833274     mc_util_assert [50]
                0.00    0.00      22/1613        mc_allocator_malloc [86]
                0.00    0.00      22/1757        mc_memory_free [83]
-----------------------------------------------
                0.00    0.00       1/1449        mc_lexer_init [377]
                0.00    0.00       4/1449        mc_lexer_scanstring [317]
                0.00    0.00      38/1449        mc_lexer_scannumber [206]
                0.00    0.00     227/1449        mc_lexer_nexttokinternal [106]
                0.00    0.00     551/1449        mc_lexer_skipspace [107]
                0.00    0.00     628/1449        mc_lexer_scanident [125]
[88]     0.0    0.00    0.00    1449         mc_lexer_readchar [88]
                0.00    0.00      86/87          mc_lexer_addline [147]
-----------------------------------------------
                0.00    0.00       1/1408        mc_lexer_init [377]
                0.00    0.00       2/1408        mc_compiler_initshallowcopy [33]
                0.00    0.00       2/1408        mc_compiler_filescopedestroy [334]
                0.00    0.00       2/1408        mc_compiler_filescopepush [337]
                0.00    0.00       2/1408        mc_compiler_filescopepop [336]
                0.00    0.00       4/1408        mc_ptrlist_copy [323]
                0.00    0.00       4/1408        mc_compiler_deinit [333]
                0.00    0.00       8/1408        mc_symtable_define [168]
                0.00    0.00       8/1408        mc_symtable_istopblockscope [287]
                0.00    0.00       9/1408        mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00      22/1408        mc_symtable_destroy [259]
                0.00    0.00      25/1408        mc_compiler_compilecodeblock <cycle 3> [294]
                0.00    0.00      40/1408        mc_compiler_compilestmtlist <cycle 3> [272]
                0.00    0.00      40/1408        mc_symtable_getnumdefs [169]
                0.00    0.00      87/1408        mc_lexer_addline [147]
                0.00    0.00      89/1408        mc_compiledfile_destroy <cycle 1> [330]
                0.00    0.00      98/1408        mc_gcmemory_destroy [372]
                0.00    0.00      98/1408        mc_state_gcunmarkall [387]
                0.00    0.00     100/1408        mc_state_gcsweep [386]
                0.00    0.00     177/1408        mc_compiler_compileexpression <cycle 3> [163]
                0.00    0.00     180/1408        mc_symtable_resolve [131]
                0.00    0.00     194/1408        mc_gcmemory_allocobjectdata [140]
                0.00    0.00     216/1408        mc_ptrlist_clearanddestroy <cycle 1> [150]
[89]     0.0    0.00    0.00    1408         mc_ptrlist_count [89]
-----------------------------------------------
                0.00    0.00       1/1404        mc_ptrlist_copy [323]
                0.00    0.00       3/1404        mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00      13/1404        mc_compiler_compilecodeblock <cycle 3> [294]
                0.00    0.00      27/1404        mc_class_destroy [292]
                0.00    0.00      31/1404        mc_compiler_compilestmtlist <cycle 3> [272]
                0.00    0.00      46/1404        mc_symtable_getnumdefs [169]
                0.00    0.00      75/1404        mc_compiler_compileexpression <cycle 3> [163]
                0.00    0.00      87/1404        mc_compiledfile_destroy <cycle 1> [330]
                0.00    0.00      97/1404        mc_gcmemory_destroy [372]
                0.00    0.00      97/1404        mc_state_gcunmarkall [387]
                0.00    0.00      97/1404        mc_state_gcsweep [386]
                0.00    0.00     132/1404        mc_ptrlist_clearanddestroy <cycle 1> [150]
                0.00    0.00     212/1404        mc_symtable_resolve [131]
                0.00    0.00     486/1404        mc_ptrlist_top [101]
[90]     0.0    0.00    0.00    1404         mc_ptrlist_get [90]
-----------------------------------------------
                0.00    0.00     192/983         mc_lexer_nexttokinternal [106]
                0.00    0.00     791/983         mc_lexer_scanident [125]
[91]     0.0    0.00    0.00     983         mc_lexer_charisletter [91]
-----------------------------------------------
                0.00    0.00      23/881         mc_lexer_nexttokinternal [106]
                0.00    0.00      61/881         mc_lexer_scannumber [206]
                0.00    0.00     797/881         mc_lexer_scanident [125]
[92]     0.0    0.00    0.00     881         mc_lexer_charisdigit [92]
-----------------------------------------------
                0.00    0.00       5/697         mc_parser_parseifstmt <cycle 4> [318]
                0.00    0.00       8/697         mc_parser_parseliteralfunction <cycle 4> [282]
                0.00    0.00      19/697         mc_astparser_parseall [357]
                0.00    0.00      24/697         mc_parser_parsefuncparams [280]
                0.00    0.00      27/697         mc_parser_parsereturnstmt [275]
                0.00    0.00      32/697         mc_parser_parsevarletstmt [238]
                0.00    0.00      94/697         mc_parser_parseexprlist <cycle 5> [182]
                0.00    0.00     150/697         mc_lexer_expectcurrent [126]
                0.00    0.00     161/697         mc_parser_parsecodeblock <cycle 4> [241]
                0.00    0.00     177/697         mc_parser_parseexpression <cycle 5> [132]
[93]     0.0    0.00    0.00     697         mc_lexer_currtokenis [93]
-----------------------------------------------
                0.00    0.00       1/675         mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00     674/675         mc_basicarray_top [95]
[94]     0.0    0.00    0.00     675         mc_basicarray_get [94]
-----------------------------------------------
                0.00    0.00     675/675         mc_compiler_emit [116]
[95]     0.0    0.00    0.00     675         mc_basicarray_top [95]
                0.00    0.00     674/675         mc_basicarray_get [94]
-----------------------------------------------
                0.00    0.00     675/675         mc_compiler_emit [116]
[96]     0.0    0.00    0.00     675         mc_compiler_getsrcpositions [96]
                0.00    0.00     675/1714        mc_compiler_getcompilationscope [84]
-----------------------------------------------
                0.00    0.00      14/659         mc_valstring_gethash [254]
                0.00    0.00     116/659         mc_ptrdict_setactual <cycle 2> [134]
                0.00    0.00     529/659         mc_ptrdict_get [100]
[97]     0.0    0.00    0.00     659         mc_util_hashdata [97]
-----------------------------------------------
                0.00    0.00       1/646         mc_ptrdict_setintern <cycle 2> [135]
                0.00    0.00     116/646         mc_ptrdict_setactual <cycle 2> [134]
                0.00    0.00     529/646         mc_ptrdict_get [100]
[98]     0.0    0.00    0.00     646         mc_ptrdict_getcellindex [98]
-----------------------------------------------
                0.00    0.00       1/556         mc_ptrlist_copy [323]
                0.00    0.00       3/556         mc_parser_parseifstmt <cycle 4> [318]
                0.00    0.00       4/556         mc_compiler_filescopepush [337]
                0.00    0.00       8/556         mc_symtable_define [168]
                0.00    0.00       9/556         mc_astparser_parseall [357]
                0.00    0.00      16/556         mc_parser_parsefuncparams [280]
                0.00    0.00      16/556         mc_symtable_pushblockscope [239]
                0.00    0.00      27/556         mc_class_addfunction [196]
                0.00    0.00      35/556         mc_parser_parsecodeblock <cycle 4> [241]
                0.00    0.00      59/556         mc_parser_parseexprlist <cycle 5> [182]
                0.00    0.00      87/556         mc_lexer_addline [147]
                0.00    0.00      97/556         mc_state_gcsweep [386]
                0.00    0.00     194/556         mc_gcmemory_allocobjectdata [140]
[99]     0.0    0.00    0.00     556         mc_ptrlist_push [99]
                0.00    0.00      76/1613        mc_allocator_malloc [86]
                0.00    0.00      19/29          mc_allocator_realloc [193]
-----------------------------------------------
                0.00    0.00       3/529         mc_compiler_compileexpression <cycle 3> [163]
                0.00    0.00      56/529         mc_symtable_setsymbol [154]
                0.00    0.00     212/529         mc_symtable_resolve [131]
                0.00    0.00     258/529         mc_globalstore_getsymbol [112]
[100]    0.0    0.00    0.00     529         mc_ptrdict_get [100]
                0.00    0.00     529/3297        mc_util_strlen [70]
                0.00    0.00     529/659         mc_util_hashdata [97]
                0.00    0.00     529/646         mc_ptrdict_getcellindex [98]
-----------------------------------------------
                0.00    0.00       1/496         mc_compiler_docompilesource [365]
                0.00    0.00       1/496         mc_compiler_setsymtable [367]
                0.00    0.00       2/496         mc_compiler_initshallowcopy [33]
                0.00    0.00       2/496         mc_compiler_filescopepop [336]
                0.00    0.00       2/496         mc_symtable_getblockscope [351]
                0.00    0.00      10/496         mc_compiler_pushsymtable [265]
                0.00    0.00      10/496         mc_compiler_popsymtable [263]
                0.00    0.00      16/496         mc_symtable_pushblockscope [239]
                0.00    0.00      17/496         mc_symtable_popblockscope [232]
                0.00    0.00      40/496         mc_symtable_define [168]
                0.00    0.00      40/496         mc_symtable_nextsymindex [172]
                0.00    0.00      56/496         mc_symtable_setsymbol [154]
                0.00    0.00     299/496         mc_compiler_getsymtable [109]
[101]    0.0    0.00    0.00     496         mc_ptrlist_top [101]
                0.00    0.00     486/1404        mc_ptrlist_get [90]
-----------------------------------------------
                0.00    0.00      86/471         mc_lexer_addline [147]
                0.00    0.00     127/471         mc_asttoken_dupliteralstring [130]
                0.00    0.00     258/471         mc_util_strdup [113]
[102]    0.0    0.00    0.00     471         mc_util_strndup [102]
                0.00    0.00     471/1613        mc_allocator_malloc [86]
-----------------------------------------------
                0.00    0.00       3/416         mc_lexer_init [377]
                0.00    0.00     413/416         mc_lexer_nexttokinternal [106]
[103]    0.0    0.00    0.00     416         mc_asttoken_init [103]
-----------------------------------------------
                0.00    0.00     413/413         mc_lexer_nexttokinternal [106]
[104]    0.0    0.00    0.00     413         mc_astlocation_make [104]
-----------------------------------------------
                0.00    0.00       1/413         mc_parser_parseassignexpr <cycle 5> [379]
                0.00    0.00       1/413         mc_parser_parseincdecpostfixexpr [380]
                0.00    0.00       2/413         mc_astparser_parseall [357]
                0.00    0.00       2/413         mc_parser_parseprefixexpr <cycle 5> [344]
                0.00    0.00       3/413         mc_parser_parseliteralbool [319]
                0.00    0.00       3/413         mc_parser_parseliteralstring [320]
                0.00    0.00       4/413         mc_parser_parsegroupedexpr <cycle 5> [342]
                0.00    0.00       6/413         mc_parser_parseloopwhilestmt <cycle 4> [343]
                0.00    0.00       9/413         mc_parser_parsereturnstmt [275]
                0.00    0.00      10/413         mc_parser_parseifstmt <cycle 4> [318]
                0.00    0.00      16/413         mc_parser_parsefunctionstmt <cycle 4> [281]
                0.00    0.00      20/413         mc_parser_parseinfixexpr <cycle 5> [217]
                0.00    0.00      23/413         mc_parser_parseliteralnumber [207]
                0.00    0.00      41/413         mc_parser_parsefuncparams [280]
                0.00    0.00      42/413         mc_parser_parsecodeblock <cycle 4> [241]
                0.00    0.00      48/413         mc_parser_parsevarletstmt [238]
                0.00    0.00      87/413         mc_parser_parseident [148]
                0.00    0.00      95/413         mc_parser_parseexprlist <cycle 5> [182]
[105]    0.0    0.00    0.00     413         mc_lexer_nexttoken [105]
                0.00    0.00     413/413         mc_lexer_nexttokinternal [106]
-----------------------------------------------
                0.00    0.00     413/413         mc_lexer_nexttoken [105]
[106]    0.0    0.00    0.00     413         mc_lexer_nexttokinternal [106]
                0.00    0.00     413/413         mc_lexer_skipspace [107]
                0.00    0.00     413/413         mc_astlocation_make [104]
                0.00    0.00     413/416         mc_asttoken_init [103]
                0.00    0.00     227/1449        mc_lexer_readchar [88]
                0.00    0.00     221/371         mc_lexer_failed [108]
                0.00    0.00     192/983         mc_lexer_charisletter [91]
                0.00    0.00     169/169         mc_lexer_scanident [125]
                0.00    0.00     169/169         mc_lexer_lookupident [124]
                0.00    0.00      56/56          mc_lexer_peekchar [153]
                0.00    0.00      23/881         mc_lexer_charisdigit [92]
                0.00    0.00      23/23          mc_lexer_scannumber [206]
                0.00    0.00       3/3           mc_lexer_scanstring [317]
-----------------------------------------------
                0.00    0.00     413/413         mc_lexer_nexttokinternal [106]
[107]    0.0    0.00    0.00     413         mc_lexer_skipspace [107]
                0.00    0.00     551/1449        mc_lexer_readchar [88]
-----------------------------------------------
                0.00    0.00     150/371         mc_lexer_expectcurrent [126]
                0.00    0.00     221/371         mc_lexer_nexttokinternal [106]
[108]    0.0    0.00    0.00     371         mc_lexer_failed [108]
-----------------------------------------------
                0.00    0.00       2/299         mc_compiler_initshallowcopy [33]
                0.00    0.00       6/299         mc_compiler_compilecodeblock <cycle 3> [294]
                0.00    0.00       6/299         mc_compiler_filescopepop [336]
                0.00    0.00      40/299         mc_compiler_defsymbol [167]
                0.00    0.00      44/299         mc_compiler_compilestatement <cycle 3> [164]
                0.00    0.00     201/299         mc_compiler_compileexpression <cycle 3> [163]
[109]    0.0    0.00    0.00     299         mc_compiler_getsymtable [109]
                0.00    0.00     299/496         mc_ptrlist_top [101]
-----------------------------------------------
                                 124             mc_astexpr_destroy <cycle 1> [110]
                                   3             mc_astifcase_destroy <cycle 1> [312]
                                 103             mc_ptrlist_clearanddestroy <cycle 1> [150]
                0.00    0.00     185/240         mc_compiler_compileexpression <cycle 3> [163]
[110]    0.0    0.00    0.00     291+124     mc_astexpr_destroy <cycle 1> [110]
                0.00    0.00     241/1757        mc_memory_free [83]
                0.00    0.00     112/128         mc_astident_destroy [128]
                                  46             mc_ptrlist_destroy <cycle 1> [133]
                                  13             mc_astcodeblock_destroy <cycle 1> [235]
                                 124             mc_astexpr_destroy <cycle 1> [110]
-----------------------------------------------
                0.00    0.00       1/284         mc_state_gcsweep [386]
                0.00    0.00       2/284         mc_compiler_popbreakip [338]
                0.00    0.00       2/284         mc_compiler_popcontinueip [339]
                0.00    0.00       4/284         mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00       4/284         mc_compiler_compilesource [32]
                0.00    0.00       6/284         mc_compiler_changeuint16operand [293]
                0.00    0.00       9/284         mc_astcompscope_orphanresult [269]
                0.00    0.00     256/284         mc_compiler_getip [114]
[111]    0.0    0.00    0.00     284         mc_basicarray_count [111]
-----------------------------------------------
                0.00    0.00      35/258         mc_globalstore_setnamed [180]
                0.00    0.00      40/258         mc_symtable_define [168]
                0.00    0.00     183/258         mc_symtable_resolve [131]
[112]    0.0    0.00    0.00     258         mc_globalstore_getsymbol [112]
                0.00    0.00     258/529         mc_ptrdict_get [100]
-----------------------------------------------
                0.00    0.00       1/258         mc_lexer_addline [147]
                0.00    0.00       1/258         mc_astident_copy [356]
                0.00    0.00       4/258         mc_compiledfile_make [331]
                0.00    0.00       8/258         mc_value_makefuncscript [233]
                0.00    0.00       8/258         mc_parser_parsefunctionstmt <cycle 4> [281]
                0.00    0.00      43/258         mc_value_makefuncnative [165]
                0.00    0.00      94/258         mc_ptrdict_setintern <cycle 2> [135]
                0.00    0.00      99/258         mc_symbol_make [139]
[113]    0.0    0.00    0.00     258         mc_util_strdup [113]
                0.00    0.00     258/3297        mc_util_strlen [70]
                0.00    0.00     258/471         mc_util_strndup [102]
-----------------------------------------------
                0.00    0.00       6/256         mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00       6/256         mc_compiler_compilewhilestmt <cycle 3> [332]
                0.00    0.00     244/256         mc_compiler_emit [116]
[114]    0.0    0.00    0.00     256         mc_compiler_getip [114]
                0.00    0.00     256/1714        mc_compiler_getcompilationscope [84]
                0.00    0.00     256/284         mc_basicarray_count [111]
-----------------------------------------------
                0.00    0.00       6/250         mc_compiler_changeuint16operand [293]
                0.00    0.00     244/250         mc_compiler_emit [116]
[115]    0.0    0.00    0.00     250         mc_compiler_getbytecode [115]
                0.00    0.00     250/1714        mc_compiler_getcompilationscope [84]
-----------------------------------------------
                0.00    0.00       1/244         mc_compiler_compilesource [32]
                0.00    0.00       4/244         mc_compiler_compileifstmt <cycle 3> [315]
                0.00    0.00       6/244         mc_compiler_compilewhilestmt <cycle 3> [332]
                0.00    0.00       6/244         mc_compiler_compilestatement <cycle 3> [164]
                0.00    0.00       9/244         mc_compiler_compilereturnstmt <cycle 3> [271]
                0.00    0.00      26/244         mc_compiler_storesymbol [197]
                0.00    0.00      87/244         mc_compiler_readsymbol [146]
                0.00    0.00     105/244         mc_compiler_compileexpression <cycle 3> [163]
[116]    0.0    0.00    0.00     244         mc_compiler_emit [116]
                0.00    0.00     675/675         mc_basicarray_top [95]
                0.00    0.00     675/675         mc_compiler_getsrcpositions [96]
                0.00    0.00     675/1586        mc_basicarray_push [87]
                0.00    0.00     244/250         mc_compiler_getbytecode [115]
                0.00    0.00     244/256         mc_compiler_getip [114]
                0.00    0.00     244/244         mc_compiler_gencode [117]
                0.00    0.00     244/1714        mc_compiler_getcompilationscope [84]
-----------------------------------------------
                0.00    0.00     244/244         mc_compiler_emit [116]
[117]    0.0    0.00    0.00     244         mc_compiler_gencode [117]
                0.00    0.00     675/1586        mc_basicarray_push [87]
                0.00    0.00     244/244         mc_opdef_lookup [118]
-----------------------------------------------
                0.00    0.00     244/244         mc_compiler_gencode [117]
[118]    0.0    0.00    0.00     244         mc_opdef_lookup [118]
                0.00    0.00     244/244         mc_parser_makedef [119]
-----------------------------------------------
                0.00    0.00     244/244         mc_opdef_lookup [118]
[119]    0.0    0.00    0.00     244         mc_parser_makedef [119]
-----------------------------------------------
